ensgid	gene_name	hg38_chr	hg38_start0	hg38_end	hg38_strand	hg19_chr	hg19_start0	hg19_end	hg19_strand
ENSG00000101194	SLC17A9	chr20	62952667	62969585	+	chr20	61584019	61600937	+
ENSG00000125533	BHLHE23	chr20	63005926	63007035	-	chr20	61637278	61638387	-
ENSG00000149658	YTHDF1	chr20	63195428	63216139	-	chr20	61826780	61847491	-
ENSG00000101197	BIRC7	chr20	63235882	63240495	+	chr20	61867234	61871847	+
ENSG00000101198	NKAIN4	chr20	63240783	63272694	-	chr20	61872135	61904046	-
ENSG00000101199	ARFGAP1	chr20	63272784	63289790	+	chr20	61904136	61921142	+
ENSG00000101203	COL20A1	chr20	63293185	63334851	+	chr20	61924537	61966203	+
ENSG00000101204	CHRNA4	chr20	63343222	63378401	-	chr20	61974574	62009753	-
ENSG00000075043	KCNQ2	chr20	63400207	63472677	-	chr20	62031560	62104030	-
ENSG00000101210	EEF1A2	chr20	63477487	63500533	-	chr20	62108840	62131886	-
ENSG00000125534	PPDPF	chr20	63520753	63527076	+	chr20	62152106	62158429	+
ENSG00000101213	PTK6	chr20	63528000	63537376	-	chr20	62159353	62168729	-
ENSG00000125508	SRMS	chr20	63538488	63547749	-	chr20	62169841	62179102	-
ENSG00000125531	FNDC11	chr20	63547890	63558138	+	chr20	62179243	62189491	+
ENSG00000130589	HELZ2	chr20	63558085	63574239	-	chr20	62189438	62205592	-
ENSG00000101216	GMEB2	chr20	63587600	63628426	-	chr20	62218953	62259779	-
ENSG00000197457	STMN3	chr20	63639704	63657682	-	chr20	62271057	62289035	-
ENSG00000258366	RTEL1	chr20	63657809	63696253	+	chr20	62289162	62327606	+
ENSG00000243509	TNFRSF6B	chr20	63696367	63698689	+	chr20	62327720	62330042	+
ENSG00000101246	ARFRP1	chr20	63698621	63708662	-	chr20	62329974	62340014	-
ENSG00000197114	ZGPAT	chr20	63707352	63736150	+	chr20	62338704	62367502	+
ENSG00000203896	LIME1	chr20	63736282	63739106	+	chr20	62367634	62370459	+
ENSG00000125520	SLC2A4RG	chr20	63739758	63744050	+	chr20	62371111	62375403	+
ENSG00000130584	ZBTB46	chr20	63743667	63832455	-	chr20	62375020	62463808	-
ENSG00000183260	ABHD16B	chr20	63861497	63862988	+	chr20	62492850	62494341	+
ENSG00000101150	TPD52L2	chr20	63865227	63891545	+	chr20	62496580	62522898	+
ENSG00000101152	DNAJC5	chr20	63894640	63936031	+	chr20	62525993	62567384	+
ENSG00000198276	UCKL1	chr20	63939827	63956480	-	chr20	62571180	62587833	-
ENSG00000196700	ZNF512B	chr20	63956703	63969962	-	chr20	62588056	62601315	-
ENSG00000130590	SAMD10	chr20	63974115	63980008	-	chr20	62605468	62611361	-
ENSG00000101161	PRPF6	chr20	63981071	64033106	+	chr20	62612424	62664459	+
ENSG00000196421	C20orf204	chr20	64034343	64039962	+	chr20	62665696	62671315	+
ENSG00000203883	SOX18	chr20	64047581	64049639	-	chr20	62678934	62680992	-
ENSG00000171703	TCEA2	chr20	64049835	64072352	+	chr20	62681188	62703705	+
ENSG00000171700	RGS19	chr20	64073180	64079988	-	chr20	62704533	62711341	-
ENSG00000125510	OPRL1	chr20	64079966	64100649	+	chr20	62711319	62732002	+
ENSG00000171695	LKAAEAR1	chr20	64083375	64084967	-	chr20	62714728	62716320	-
ENSG00000196132	MYT1	chr20	64102221	64242253	+	chr20	62733574	62873606	+
ENSG00000125522	NPBWR2	chr20	64103801	64107565	-	chr20	62735154	62738918	-
ENSG00000203880	PCMTD2	chr20	64254920	64304820	+	chr20	62886273	62936173	+
ENSG00000274391	TPTE	chr21	10521552	10606140	+	chr21	10906316	10990904	-
ENSG00000166351	POTED	chr21	13609776	13645823	+	chr21	14982097	15018144	+
ENSG00000188992	LIPI	chr21	14108812	14210955	-	chr21	15481133	15583276	-
ENSG00000185272	RBM11	chr21	14216129	14228372	+	chr21	15588450	15600693	+
ENSG00000155304	HSPA13	chr21	14371114	14383484	-	chr21	15743435	15755805	-
ENSG00000155307	SAMSN1	chr21	14485227	14658821	-	chr21	15857548	16031142	-
ENSG00000180530	NRIP1	chr21	14961234	15065936	-	chr21	16333555	16438257	-
ENSG00000155313	USP25	chr21	15729924	15880064	+	chr21	17102243	17252383	+
ENSG00000154639	CXADR	chr21	17512970	17593579	+	chr21	18885288	18965897	+
ENSG00000154640	BTG3	chr21	17593649	17613014	-	chr21	18965967	18985332	-
ENSG00000154642	C21orf91	chr21	17788973	17819386	-	chr21	19161290	19191703	-
ENSG00000154645	CHODL	chr21	17901262	18267373	+	chr21	19273579	19639690	+
ENSG00000154646	TMPRSS15	chr21	18269115	18485879	-	chr21	19641432	19858197	-
ENSG00000154654	NCAM2	chr21	20998408	21543329	+	chr21	22370726	22915650	+
ENSG00000154719	MRPL39	chr21	25585631	25607525	-	chr21	26957943	26979837	-
ENSG00000154721	JAM2	chr21	25639257	25717562	+	chr21	27011569	27089874	+
ENSG00000154723	ATP5PF	chr21	25716004	25735721	-	chr21	27088316	27108032	-
ENSG00000154727	GABPA	chr21	25734569	25772460	+	chr21	27106880	27144771	+
ENSG00000142192	APP	chr21	25880534	26171128	-	chr21	27252845	27543446	-
ENSG00000166265	CYYR1	chr21	26466208	26573286	-	chr21	27838527	27945605	-
ENSG00000154734	ADAMTS1	chr21	26835754	26845409	-	chr21	28208073	28217728	-
ENSG00000154736	ADAMTS5	chr21	26917921	26967088	-	chr21	28290240	28339407	-
ENSG00000156239	HEMK2	chr21	28872190	28885373	-	chr21	30244512	30257695	-
ENSG00000198862	LTN1	chr21	28928143	28992956	-	chr21	30300465	30365277	-
ENSG00000156253	RWDD2B	chr21	29004383	29019360	-	chr21	30376704	30391681	-
ENSG00000156256	USP16	chr21	29024628	29054493	+	chr21	30396949	30426814	+
ENSG00000156261	CCT8	chr21	29055804	29073797	-	chr21	30428125	30446118	-
ENSG00000156265	MAP3K7CL	chr21	29077059	29175889	+	chr21	30449380	30548210	+
ENSG00000156273	BACH1	chr21	29194070	29630751	+	chr21	30566391	31003071	+
ENSG00000171189	GRIK1	chr21	29536932	29940033	-	chr21	30909253	31312351	-
ENSG00000156282	CLDN17	chr21	30165564	30166805	-	chr21	31537882	31539123	-
ENSG00000156284	CLDN8	chr21	30214005	30216097	-	chr21	31586323	31588415	-
ENSG00000188694	KRTAP24-1	chr21	30281308	30282950	-	chr21	31653626	31655268	-
ENSG00000232263	KRTAP25-1	chr21	30289144	30289514	-	chr21	31661462	31661832	-
ENSG00000197683	KRTAP26-1	chr21	30319123	30320315	-	chr21	31691441	31692633	-
ENSG00000206107	KRTAP27-1	chr21	30337012	30337694	-	chr21	31709330	31710012	-
ENSG00000186980	KRTAP23-1	chr21	30348398	30348606	-	chr21	31720716	31720924	-
ENSG00000182816	KRTAP13-2	chr21	30371389	30372271	-	chr21	31743707	31744589	-
ENSG00000198390	KRTAP13-1	chr21	30396030	30396822	+	chr21	31768348	31769140	+
ENSG00000240432	KRTAP13-3	chr21	30425379	30425926	-	chr21	31797697	31798244	-
ENSG00000186971	KRTAP13-4	chr21	30430219	30431026	+	chr21	31802537	31803344	+
ENSG00000186970	KRTAP15-1	chr21	30440274	30440869	+	chr21	31812592	31813187	+
ENSG00000184351	KRTAP19-1	chr21	30479705	30480367	-	chr21	31852024	31852686	-
ENSG00000186965	KRTAP19-2	chr21	30487042	30487436	-	chr21	31859361	31859755	-
ENSG00000244025	KRTAP19-3	chr21	30491461	30492013	-	chr21	31863779	31864331	-
ENSG00000186967	KRTAP19-4	chr21	30496823	30497165	-	chr21	31869141	31869483	-
ENSG00000186977	KRTAP19-5	chr21	30501656	30502141	-	chr21	31873974	31874459	-
ENSG00000186925	KRTAP19-6	chr21	30541534	30541864	-	chr21	31913853	31914183	-
ENSG00000244362	KRTAP19-7	chr21	30560874	30561314	-	chr21	31933193	31933633	-
ENSG00000206106	KRTAP22-2	chr21	30590104	30590397	-	chr21	31962423	31962716	-
ENSG00000212938	KRTAP6-3	chr21	30592439	30593055	+	chr21	31964758	31965374	+
ENSG00000186930	KRTAP6-2	chr21	30598589	30598902	-	chr21	31970908	31971221	-
ENSG00000186924	KRTAP22-1	chr21	30601086	30601382	+	chr21	31973405	31973701	+
ENSG00000184724	KRTAP6-1	chr21	30613430	30613930	-	chr21	31985749	31986249	-
ENSG00000244624	KRTAP20-1	chr21	30616424	30616699	+	chr21	31988743	31989018	+
ENSG00000206105	KRTAP20-4	chr21	30620626	30620850	+	chr21	31992945	31993169	+
ENSG00000184032	KRTAP20-2	chr21	30635205	30635619	+	chr21	32007524	32007938	+
ENSG00000206104	KRTAP20-3	chr21	30642863	30643136	+	chr21	32015182	32015455	+
ENSG00000231068	KRTAP21-3	chr21	30718524	30718777	-	chr21	32090842	32091095	-
ENSG00000187026	KRTAP21-2	chr21	30746793	30747259	-	chr21	32119111	32119577	-
ENSG00000187005	KRTAP21-1	chr21	30755014	30755428	-	chr21	32127332	32127746	-
ENSG00000183640	KRTAP8-1	chr21	30812696	30813274	-	chr21	32185014	32185592	-
ENSG00000274749	KRTAP7-1	chr21	30829038	30829759	-	chr21	32201356	32202078	-
ENSG00000182591	KRTAP11-1	chr21	30880643	30881580	-	chr21	32252962	32253899	-
ENSG00000206102	KRTAP19-8	chr21	31038158	31038476	-	chr21	32410477	32410795	-
ENSG00000156299	TIAM1	chr21	31117984	31559977	-	chr21	32490302	32932290	-
ENSG00000142168	SOD1	chr21	31659632	31668931	+	chr21	33031945	33041244	+
ENSG00000156304	SCAF4	chr21	31670803	31732184	-	chr21	33043116	33104497	-
ENSG00000142149	HUNK	chr21	31873019	32044633	+	chr21	33245332	33416946	+
ENSG00000159055	MIS18A	chr21	32268223	32279098	-	chr21	33640534	33651409	-
ENSG00000170262	MRAP	chr21	32291812	32314784	+	chr21	33664123	33687095	+
ENSG00000142207	URB1	chr21	32311017	32393029	-	chr21	33683328	33765338	-
ENSG00000166979	EVA1C	chr21	32411709	32517158	+	chr21	33784017	33889468	+
ENSG00000242220	TCP10L	chr21	32497966	32587373	-	chr21	33870276	33959683	-
ENSG00000159079	CFAP298	chr21	32592078	32612845	-	chr21	33964388	33985155	-
ENSG00000159082	SYNJ1	chr21	32628756	32728040	-	chr21	34001066	34100351	-
ENSG00000159086	PAXBP1	chr21	32733898	32771796	-	chr21	34106209	34144107	-
ENSG00000205929	EPCIP	chr21	32790672	32813743	-	chr21	34162983	34186053	-
ENSG00000205927	OLIG2	chr21	33025326	33029196	+	chr21	34397634	34401504	+
ENSG00000184221	OLIG1	chr21	33070140	33072413	+	chr21	34442446	34444719	+
ENSG00000159110	IFNAR2	chr21	33205281	33265675	+	chr21	34577586	34637980	+
ENSG00000243646	IL10RB	chr21	33266362	33311420	+	chr21	34638667	34683725	+
ENSG00000142166	IFNAR1	chr21	33324386	33359864	+	chr21	34696691	34732170	+
ENSG00000159128	IFNGR2	chr21	33403368	33479348	+	chr21	34775674	34851655	+
ENSG00000142188	TMEM50B	chr21	33432484	33479974	-	chr21	34804791	34852281	-
ENSG00000177692	DNAJC28	chr21	33486095	33491749	-	chr21	34858402	34864056	-
ENSG00000159131	GART	chr21	33503370	33543524	-	chr21	34875677	34915830	-
ENSG00000159140	SON	chr21	33543037	33577481	+	chr21	34915343	34949787	+
ENSG00000159147	DONSON	chr21	33559541	33589015	-	chr21	34931847	34961321	-
ENSG00000205758	CRYZL1	chr21	33589340	33643926	-	chr21	34961646	35016232	-
ENSG00000205726	ITSN1	chr21	33642399	33899861	+	chr21	35014705	35272165	+
ENSG00000241837	ATP5PO	chr21	33901027	33915853	-	chr21	35273331	35288157	-
ENSG00000243927	MRPS6	chr21	34073223	34362252	+	chr21	35445523	35734551	+
ENSG00000198743	SLC5A3	chr21	34073577	34106260	+	chr21	35445877	35478559	+
ENSG00000159197	KCNE2	chr21	34180728	34371381	+	chr21	35553029	35743680	+
ENSG00000205670	SMIM11	chr21	34375130	34416961	+	chr21	35747429	35789259	+
ENSG00000222018	C21orf140	chr21	34400111	34401072	-	chr21	35772409	35773370	-
ENSG00000243627	SMIM34	chr21	34414493	34423951	-	chr21	35786791	35796249	-
ENSG00000180509	KCNE1	chr21	34446687	34512214	-	chr21	35818985	35884512	-
ENSG00000159200	RCAN1	chr21	34513141	34615113	-	chr21	35885439	35987412	-
ENSG00000159212	CLIC6	chr21	34668993	34718227	+	chr21	36041292	36090525	+
ENSG00000159216	RUNX1	chr21	34787800	36004667	-	chr21	36160097	37376965	-
ENSG00000185917	SETD4	chr21	36034533	36079389	-	chr21	37406831	37451687	-
ENSG00000159228	CBR1	chr21	36069940	36073166	+	chr21	37442238	37445464	+
ENSG00000159231	CBR3	chr21	36135078	36146566	+	chr21	37507376	37518864	+
ENSG00000142197	DOP1B	chr21	36156757	36294275	+	chr21	37529055	37666573	+
ENSG00000159256	MORC3	chr21	36320188	36386148	+	chr21	37692486	37758446	+
ENSG00000159259	CHAF1B	chr21	36385353	36419015	+	chr21	37757651	37791313	+
ENSG00000159261	CLDN14	chr21	36460615	36576569	-	chr21	37832913	37948867	-
ENSG00000159263	SIM2	chr21	36699114	36749917	+	chr21	38071414	38122218	+
ENSG00000159267	HLCS	chr21	36748625	36990236	-	chr21	38120926	38362536	-
ENSG00000183145	RIPPLY3	chr21	37006149	37019662	+	chr21	38378449	38391962	+
ENSG00000185808	PIGP	chr21	37062845	37073318	-	chr21	38435145	38445618	-
ENSG00000182670	TTC3	chr21	37073225	37203112	+	chr21	38445525	38575413	+
ENSG00000157538	VPS26C	chr21	37223416	37267919	-	chr21	38595717	38640220	-
ENSG00000157540	DYRK1A	chr21	37365572	37526358	+	chr21	38737874	38898660	+
ENSG00000157542	KCNJ6	chr21	37607372	38121345	-	chr21	38979674	39493439	-
ENSG00000157551	KCNJ15	chr21	38155548	38307357	+	chr21	39527642	39679279	+
ENSG00000157554	ERG	chr21	38380026	38661780	-	chr21	39751948	40033704	-
ENSG00000157557	ETS2	chr21	38805114	38824956	+	chr21	40177038	40196880	+
ENSG00000183527	PSMG1	chr21	39174768	39183503	-	chr21	40546694	40555429	-
ENSG00000185658	BRWD1	chr21	39184175	39321559	-	chr21	40556101	40693485	-
ENSG00000205581	HMGN1	chr21	39342314	39349653	-	chr21	40714240	40721579	-
ENSG00000182093	GET1	chr21	39377697	39428528	+	chr21	40749623	40800454	+
ENSG00000157578	LCA5L	chr21	39405134	39445805	-	chr21	40777060	40817731	-
ENSG00000185437	SH3BGR	chr21	39445854	39515506	+	chr21	40817780	40887433	+
ENSG00000183778	B3GALT5	chr21	39556441	39673137	+	chr21	40928368	41045064	+
ENSG00000183067	IGSF5	chr21	39745182	39802081	+	chr21	41117109	41174008	+
ENSG00000183036	PCP4	chr21	39867437	39929397	+	chr21	41239363	41301322	+
ENSG00000171587	DSCAM	chr21	40010998	40847158	-	chr21	41382925	42219084	-
ENSG00000182240	BACE2	chr21	41167800	41282530	+	chr21	42539727	42654457	+
ENSG00000183844	FAM3B	chr21	41304211	41357727	+	chr21	42676138	42729654	+
ENSG00000183486	MX2	chr21	41361956	41409417	+	chr21	42733883	42781344	+
ENSG00000157601	MX1	chr21	41420019	41470071	+	chr21	42791946	42841998	+
ENSG00000184012	TMPRSS2	chr21	41464295	41531116	-	chr21	42836222	42903043	-
ENSG00000183421	RIPK4	chr21	41739368	41767089	-	chr21	43159528	43187249	-
ENSG00000141956	PRDM15	chr21	41798224	41879482	-	chr21	43218384	43299591	-
ENSG00000157617	C2CD2	chr21	41885111	41954018	-	chr21	43305220	43374127	-
ENSG00000173276	ZBTB21	chr21	41986830	42010387	-	chr21	43406939	43430496	-
ENSG00000177398	UMODL1	chr21	42062958	42143453	+	chr21	43483067	43563563	+
ENSG00000160179	ABCG1	chr21	42199688	42304389	+	chr21	43619798	43724499	+
ENSG00000160180	TFF3	chr21	42311666	42315409	-	chr21	43731776	43735519	-
ENSG00000160181	TFF2	chr21	42346356	42350997	-	chr21	43766465	43771106	-
ENSG00000160182	TFF1	chr21	42362281	42366535	-	chr21	43782390	43786644	-
ENSG00000160183	TMPRSS3	chr21	42371839	42396119	-	chr21	43791948	43816228	-
ENSG00000160185	UBASH3A	chr21	42403446	42447684	+	chr21	43823555	43867794	+
ENSG00000160188	RSPH1	chr21	42472485	42496366	-	chr21	43892595	43916476	-
ENSG00000160190	SLC37A1	chr21	42495993	42581440	+	chr21	43916103	44001550	+
ENSG00000160191	PDE9A	chr21	42653590	42775513	+	chr21	44073700	44195623	+
ENSG00000160193	WDR4	chr21	42843012	42879582	-	chr21	44263122	44299692	-
ENSG00000160194	NDUFV3	chr21	42879643	42913304	+	chr21	44299753	44333414	+
ENSG00000233056	ERVH48-1	chr21	42916802	42925630	-	chr21	44336912	44345740	-
ENSG00000160199	PKNOX1	chr21	42974327	43034475	+	chr21	44394437	44454585	+
ENSG00000160200	CBS	chr21	43050899	43076943	-	chr21	44471009	44497053	-
ENSG00000160201	U2AF1	chr21	43092955	43107605	-	chr21	44513065	44527715	-
ENSG00000160202	CRYAA	chr21	43169007	43172810	+	chr21	44589117	44592920	+
ENSG00000142178	SIK1	chr21	43414482	43427131	-	chr21	44834362	44847011	-
ENSG00000160207	HSF2BP	chr21	43529185	43659504	-	chr21	44949065	45079385	-
ENSG00000234289	H2BC12L	chr21	43565181	43565648	+	chr21	44985062	44985529	+
ENSG00000160208	RRP1B	chr21	43659559	43696079	+	chr21	45079440	45115960	+
ENSG00000160209	PDXK	chr21	43719093	43762307	+	chr21	45138974	45182188	+
ENSG00000160213	CSTB	chr21	43772510	43776579	-	chr21	45192391	45196460	-
ENSG00000160214	RRP1	chr21	43789512	43805757	+	chr21	45209393	45225638	+
ENSG00000160216	AGPAT3	chr21	43865222	43987592	+	chr21	45285103	45407473	+
ENSG00000160218	TRAPPC10	chr21	44012308	44106553	+	chr21	45432189	45526434	+
ENSG00000241945	PWP2	chr21	44107357	44131181	+	chr21	45527238	45551063	+
ENSG00000160221	GATD3	chr21	44133609	44210114	+	chr21	45553491	45629997	+
ENSG00000160223	ICOSLG	chr21	44215381	44241446	-	chr21	45635264	45661329	-
ENSG00000142182	DNMT3L	chr21	44246338	44262216	-	chr21	45666221	45682099	-
ENSG00000160224	AIRE	chr21	44285837	44298648	+	chr21	45705720	45718531	+
ENSG00000141959	PFKL	chr21	44300016	44327377	+	chr21	45719899	45747260	+
ENSG00000160226	CFAP410	chr21	44328943	44339402	-	chr21	45748826	45759285	-
ENSG00000142185	TRPM2	chr21	44350071	44445246	+	chr21	45769954	45865129	+
ENSG00000160233	LRRC3	chr21	44455489	44462196	+	chr21	45875372	45882079	+
ENSG00000175894	TSPEAR	chr21	44497892	44711873	-	chr21	45917775	46131788	-
ENSG00000215455	KRTAP10-1	chr21	44538980	44540195	-	chr21	45958863	45960078	-
ENSG00000205445	KRTAP10-2	chr21	44550356	44551505	-	chr21	45970239	45971388	-
ENSG00000212935	KRTAP10-3	chr21	44557789	44558795	-	chr21	45977672	45978678	-
ENSG00000215454	KRTAP10-4	chr21	44573728	44575371	+	chr21	45993605	45995248	+
ENSG00000241123	KRTAP10-5	chr21	44579454	44580604	-	chr21	45999331	46000481	-
ENSG00000188155	KRTAP10-6	chr21	44591267	44592505	-	chr21	46011148	46012386	-
ENSG00000272804	KRTAP10-7	chr21	44600596	44602174	+	chr21	46020496	46022091	+
ENSG00000187766	KRTAP10-8	chr21	44612078	44612954	+	chr21	46031995	46032871	+
ENSG00000221837	KRTAP10-9	chr21	44627092	44628378	+	chr21	46047009	46048295	+
ENSG00000221859	KRTAP10-10	chr21	44637355	44638455	+	chr21	46057272	46058372	+
ENSG00000243489	KRTAP10-11	chr21	44646413	44647650	+	chr21	46066330	46067567	+
ENSG00000212933	KRTAP12-4	chr21	44654212	44654659	-	chr21	46074129	46074576	-
ENSG00000205439	KRTAP12-3	chr21	44657931	44658341	+	chr21	46077848	46078258	+
ENSG00000221864	KRTAP12-2	chr21	44666188	44666927	-	chr21	46086105	46086844	-
ENSG00000187175	KRTAP12-1	chr21	44681575	44682163	-	chr21	46101490	46102078	-
ENSG00000189169	KRTAP10-12	chr21	44697171	44698044	+	chr21	46117086	46117959	+
ENSG00000184787	UBE2G2	chr21	44768579	44801826	-	chr21	46188494	46221741	-
ENSG00000184900	SUMO3	chr21	44805616	44818779	-	chr21	46225531	46238694	-
ENSG00000183255	PTTG1IP	chr21	44849584	44873903	-	chr21	46269499	46293818	-
ENSG00000160255	ITGB2	chr21	44885947	44932079	-	chr21	46305862	46351994	-
ENSG00000160256	SLX9	chr21	44939937	44977014	+	chr21	46359852	46396929	+
ENSG00000197381	ADARB1	chr21	45073838	45226560	+	chr21	46493753	46646475	+
ENSG00000186866	POFUT2	chr21	45263927	45287898	-	chr21	46683842	46707813	-
ENSG00000182871	COL18A1	chr21	45405122	45513721	+	chr21	46825037	46933635	+
ENSG00000173638	SLC19A1	chr21	45493571	45573564	-	chr21	46913485	46993478	-
ENSG00000183570	PCBP3	chr21	45643693	45942454	+	chr21	47063607	47362368	+
ENSG00000142156	COL6A1	chr21	45981754	46005050	+	chr21	47401668	47424964	+
ENSG00000142173	COL6A2	chr21	46096721	46132851	+	chr21	47516635	47552765	+
ENSG00000160282	FTCD	chr21	46136082	46155581	-	chr21	47555996	47575495	-
ENSG00000160284	SPATC1L	chr21	46161147	46184476	-	chr21	47581061	47604390	-
ENSG00000160285	LSS	chr21	46188140	46228840	-	chr21	47608054	47648754	-
ENSG00000160294	MCM3AP	chr21	46235132	46286297	-	chr21	47655046	47706211	-
ENSG00000182362	YBEY	chr21	46286335	46297811	+	chr21	47706249	47717725	+
ENSG00000160298	C21orf58	chr21	46300180	46324460	-	chr21	47720094	47744374	-
ENSG00000160299	PCNT	chr21	46324123	46445769	+	chr21	47744037	47865682	+
ENSG00000160305	DIP2A	chr21	46458876	46572743	+	chr21	47878789	47992656	+
ENSG00000160307	S100B	chr21	46598507	46605208	-	chr21	48018420	48025121	-
ENSG00000160310	PRMT2	chr21	46635594	46665698	+	chr21	48055506	48085610	+
ENSG00000130538	OR11H1	chr22	15528191	15529139	+	chr22	16448823	16449805	-
ENSG00000198062	POTEH	chr22	15690025	15721631	+	chr22	16256440	16287937	-
ENSG00000198445	CCT8L2	chr22	16590750	16592810	-	chr22	17071640	17073700	-
ENSG00000172967	XKR3	chr22	16783411	16825411	-	chr22	17264301	17306301	-
ENSG00000215568	GAB4	chr22	16961935	17008222	-	chr22	17442825	17489112	-
ENSG00000177663	IL17RA	chr22	17084933	17115693	+	chr22	17565823	17596583	+
ENSG00000183307	TMEM121B	chr22	17116296	17121367	-	chr22	17597186	17602257	-
ENSG00000069998	HDHD5	chr22	17137509	17165287	-	chr22	17618399	17646177	-
ENSG00000093072	ADA2	chr22	17178789	17258235	-	chr22	17659679	17739125	-
ENSG00000099954	CECR2	chr22	17359948	17558151	+	chr22	17840838	18037852	+
ENSG00000182902	SLC25A18	chr22	17563085	17591909	+	chr22	18042785	18074675	+
ENSG00000131100	ATP6V1E1	chr22	17592135	17630958	-	chr22	18074901	18113724	-
ENSG00000099968	BCL2L13	chr22	17628847	17730855	+	chr22	18111613	18213621	+
ENSG00000015475	BID	chr22	17734137	17774770	-	chr22	18216903	18257536	-
ENSG00000243156	MICAL3	chr22	17787648	18024561	-	chr22	18270414	18507327	-
ENSG00000215193	PEX26	chr22	18077922	18105396	+	chr22	18560688	18588162	+
ENSG00000183785	TUBA8	chr22	18110099	18146683	+	chr22	18592865	18629450	+
ENSG00000184979	USP18	chr22	18148398	18177397	+	chr22	18631165	18660164	+
ENSG00000274252	GGTLC3	chr22	18516337	18518161	-	chr22	20366204	20368028	-
ENSG00000278558	TMEM191B	chr22	18527801	18530573	+	chr22	20377668	20380440	+
ENSG00000275793	RIMBP3	chr22	18605814	18611919	-	chr22	20455681	20461786	-
ENSG00000286175	FAM246B	chr22	18633983	18634682	+	chr22	20483850	20484549	+
ENSG00000183628	DGCR6	chr22	18905676	18914281	+	chr22	18893189	18901794	+
ENSG00000100033	PRODH	chr22	18912773	18936553	-	chr22	18900286	18924066	-
ENSG00000286025	FAM246C	chr22	19029523	19031242	+	chr22	19017036	19018755	+
ENSG00000070413	DGCR2	chr22	19036279	19122461	-	chr22	19023792	19109974	-
